Latitude,Longitude,Timestamp
22.2942056,73.3622754,2024-08-30 08:57:21.455000+00:00
22.2934861,73.3621748,2024-08-30 09:23:17.304000+00:00
22.2934691,73.362189,2024-08-30 09:23:19.273000+00:00
22.2934698,73.3621899,2024-08-30 09:23:21.428000+00:00
22.2934713,73.3621902,2024-08-30 09:23:24.887000+00:00
22.293479,73.3621774,2024-08-30 09:23:28.420000+00:00
22.2934799,73.3621712,2024-08-30 09:23:33.163000+00:00
22.293482,73.3621759,2024-08-30 09:23:36.048000+00:00
22.2934553,73.3621773,2024-08-30 09:23:41.246000+00:00
22.2934376,73.3621737,2024-08-30 09:23:46.105000+00:00
22.2929659,73.3625617,2024-08-30 09:23:56.263000+00:00
22.2929288,73.3626308,2024-08-30 09:23:56.323000+00:00
22.2929267,73.3626396,2024-08-30 09:23:56.421000+00:00
22.2928828,73.3630496,2024-08-30 09:24:03.233000+00:00
22.292879,73.3631106,2024-08-30 09:24:06.191000+00:00
22.2920192,73.3635113,2024-08-30 09:25:08.860000+00:00
22.2916117,73.3641417,2024-08-30 09:26:24.697000+00:00
22.2912149,73.3640242,2024-08-30 09:26:27.715000+00:00
22.2912075,73.364025,2024-08-30 09:26:29.926000+00:00
22.2888717,73.362565,2024-08-30 09:26:32.602000+00:00
22.2884605,73.3626861,2024-08-30 09:26:36.858000+00:00
22.2884562,73.3626873,2024-08-30 09:26:39.016000+00:00
22.2884664,73.3627434,2024-08-30 09:26:41.793000+00:00
22.2884481,73.3627266,2024-08-30 09:26:45.499000+00:00
22.2884479,73.3627264,2024-08-30 09:26:48.656000+00:00
22.2884582,73.3627447,2024-08-30 09:26:51.379000+00:00
22.2884582,73.3627448,2024-08-30 09:26:53.692000+00:00
22.2884815,73.362773,2024-08-30 09:26:57.839000+00:00
22.2884817,73.362773,2024-08-30 09:27:01.817000+00:00
22.2877558,73.3630939,2024-08-30 09:27:09.182000+00:00
22.2878499,73.3632765,2024-08-30 09:27:15.394000+00:00
22.2878539,73.3632787,2024-08-30 09:27:16.019000+00:00
22.2887833,73.3593033,2024-08-30 09:28:22.485000+00:00
22.2873462,73.3559185,2024-08-30 09:28:22.565000+00:00
22.2873433,73.3558224,2024-08-30 09:28:24.537000+00:00
22.2871467,73.3497333,2024-08-30 09:29:14.823000+00:00
22.2871657,73.3495025,2024-08-30 09:29:18.898000+00:00
22.2870693,73.348975,2024-08-30 09:29:21.909000+00:00
22.2884083,73.3408053,2024-08-30 09:30:25.442000+00:00
22.2887648,73.3407595,2024-08-30 09:30:25.503000+00:00
22.2932302,73.2900772,2024-08-30 09:38:19.493000+00:00
22.2932345,73.2896624,2024-08-30 09:38:19.554000+00:00
22.293631,73.2888919,2024-08-30 09:38:26.620000+00:00
22.2936118,73.2886161,2024-08-30 09:38:28.950000+00:00
22.2926836,73.2874918,2024-08-30 09:38:33.016000+00:00
22.2926719,73.2874883,2024-08-30 09:38:35.957000+00:00
22.2925534,73.2878105,2024-08-30 09:38:38.225000+00:00
22.2925945,73.2877186,2024-08-30 09:38:40.612000+00:00
22.2925976,73.2877168,2024-08-30 09:38:43.094000+00:00
22.2924655,73.2863255,2024-08-30 09:38:46.590000+00:00
22.2924885,73.2861423,2024-08-30 09:38:48.595000+00:00
22.2925019,73.2859963,2024-08-30 09:38:51.048000+00:00
22.2925396,73.2854993,2024-08-30 09:38:54.302000+00:00
22.2922108,73.2859915,2024-08-30 09:38:57.565000+00:00
22.2922034,73.2860104,2024-08-30 09:39:00.221000+00:00
22.2927283,73.2854006,2024-08-30 09:39:03.084000+00:00
22.2927146,73.2852417,2024-08-30 09:39:06.142000+00:00
22.2927144,73.2852392,2024-08-30 09:39:08.855000+00:00
22.2923967,73.282395,2024-08-30 09:39:17.389000+00:00
22.292415,73.2822001,2024-08-30 09:39:17.438000+00:00
22.2922892,73.2818916,2024-08-30 09:39:19.956000+00:00
22.2922792,73.2818707,2024-08-30 09:39:22.583000+00:00
22.2922791,73.2818704,2024-08-30 09:39:23.948000+00:00
22.2922832,73.2817175,2024-08-30 09:39:27.540000+00:00
22.2922833,73.2817173,2024-08-30 09:39:31.087000+00:00
22.2923515,73.2815455,2024-08-30 09:40:15.871000+00:00
22.2923354,73.2773815,2024-08-30 09:40:17.414000+00:00
22.2923417,73.2772662,2024-08-30 09:40:20.894000+00:00
22.2930163,73.2760847,2024-08-30 09:40:23.766000+00:00
22.2930412,73.2760713,2024-08-30 09:40:26.028000+00:00
22.2928428,73.275939,2024-08-30 09:41:00.959000+00:00
22.2926688,73.2730974,2024-08-30 09:41:02.405000+00:00
22.2926074,73.2730963,2024-08-30 09:41:05.270000+00:00
22.2926062,73.2730965,2024-08-30 09:41:09.343000+00:00
22.2926216,73.2727661,2024-08-30 09:41:13.574000+00:00
22.2919631,73.272388,2024-08-30 09:41:18.134000+00:00
22.2919633,73.2723719,2024-08-30 09:41:20.212000+00:00
22.2920988,73.2715749,2024-08-30 09:44:10.384000+00:00
22.2965235,73.2542441,2024-08-30 09:44:13.110000+00:00
22.2964091,73.2540113,2024-08-30 09:44:14.920000+00:00
22.2965469,73.2535685,2024-08-30 09:44:19.610000+00:00
22.2965511,73.2535691,2024-08-30 09:44:22.668000+00:00
22.2970103,73.2530829,2024-08-30 09:44:30.310000+00:00
22.2970731,73.253027,2024-08-30 09:44:37.970000+00:00
22.2971532,73.253264,2024-08-30 09:44:44.362000+00:00
22.3500772,73.2353119,2024-08-30 09:53:31.035000+00:00
22.3501412,73.2351204,2024-08-30 09:53:39.030000+00:00
22.3503362,73.2344869,2024-08-30 09:53:45.667000+00:00
22.3502571,73.2347048,2024-08-30 09:53:48.440000+00:00
22.3501656,73.2349766,2024-08-30 09:53:50.964000+00:00
22.3501617,73.2349902,2024-08-30 09:53:52.464000+00:00
22.3500239,73.2346177,2024-08-30 09:53:55.748000+00:00
22.3499143,73.2342556,2024-08-30 09:53:59.562000+00:00
22.349953,73.2339471,2024-08-30 09:54:02.563000+00:00
22.3499519,73.2339343,2024-08-30 09:54:04.706000+00:00
22.3500139,73.233601,2024-08-30 09:54:07.638000+00:00
22.3500238,73.2335976,2024-08-30 09:54:10.886000+00:00
22.3500693,73.2334256,2024-08-30 09:54:13.810000+00:00
22.3505304,73.2326631,2024-08-30 09:54:16.014000+00:00
22.3506191,73.2326028,2024-08-30 09:54:17.534000+00:00
22.3510244,73.2315308,2024-08-30 09:54:21.743000+00:00
22.3510638,73.2314865,2024-08-30 09:54:24.473000+00:00
22.3510259,73.2309522,2024-08-30 09:54:26.290000+00:00
22.3507309,73.2304275,2024-08-30 09:54:29.313000+00:00
22.3507066,73.2304083,2024-08-30 09:54:31.599000+00:00
22.3505848,73.2300374,2024-08-30 09:54:34.248000+00:00
22.3505474,73.2298613,2024-08-30 09:54:36.777000+00:00
22.3505371,73.2298574,2024-08-30 09:54:37.846000+00:00
22.3506691,73.228848,2024-08-30 09:54:40.503000+00:00
22.350679,73.2283999,2024-08-30 09:54:44.223000+00:00
